label,text
"Negative","yea i installed the vsan mp, so far it seems pretty worthless in my opinion."
"Negative","I have A02, Build# 10302608 on two R710 with Low Volt 5600 CPUs. 5630 and 5640 I think (got X5670 on shelf). They were 6.5 then 6.7, then 6.7U1. One has USB3 and 10GB cards (to R510 Freenas) and one is totally stock with both using H700 PERC with SAS drives. I downloaded them via the R640 on Dells support site. note these are homelab systems though but maintain over 40% average load.  &amp;#x200B;  6.7 does NOT support the 5500 series CPUs."
"Negative","I look at this this way. Let's say a woman I went out with on a date when I was in my early twenties popped up out of nowhere and publicly accused me of something I didn't do. \n\nIn this climate that means career destruction. The impact is HUGE. No ""innocent until proven guilty"""
"Negative","I know. Its been really shit  hope yours gets better xxx"
"Negative","have to wash the dishes  hate this"
"Negative","Vague information\\Instructions here"
"Negative","trying to study  ...but going to the beach!"
"Positive","Make sure you do proper storage projections as they are super expensive.   The software is amazing, super easy, ""Google like"" in searching for files.  Their support is very good, prompt and knowledgeable.   Ps their on-prem Exchange restore isn't baked in and NOT user friendly."
"Positive","I'd personally rather not turn the VCSA into any more of a clown car of services than it has to be, but a lightweight KMIP photon Based VM wouldn't be bad."
"Positive","Great keynote from @Spoonen at #MTHighTechJobs on the future of high tech jobs for rural states like MT. http://bit.ly/2y8f87E"
"Positive","Awesome, that linked worked. However, it didn't have the latest versions of the software that they are offering. I updated my post with what I did to update."
"Positive","Thanks for the tip - i got the distorted display, but the console was useable and its not such a hassle to flip it (i dont use the vmrc console much).  this solution fixed me issue, thx (and applies to other things that win Pro 10 does to large DPI screens).  BR/ Z"
"Positive","A 777 and still a ""full"" flight."
"Negative","@andybanta Oh man, there is going to be an epic beatdown in the desert next year."
"Positive","Nice perspective from @ericschmidt on harnessing the power of the Internet and ""Building a Better Web""  http://ow.ly/VAEje"
"Positive","We implement Deep Security with a lot of our View implementations.  Version 9 works much better than previous versions.  Just make sure you set up your task based policies correctly.  For example, set one up to activate on any VM creation."
"Positive","1st place? You buy a round at the Courtyard tonight? :)"
"Positive","That was a really good first episode of #TheMandalorian, man that ending! Can't wait to see more"
"Positive","App performance should be consistent across all environments! The latest MySQL reference architecture zeros-in on performance: #MigratevSAN .  http://bit.ly/2LJz1Ff"
"Positive","#SymVision attendees, folllow @VMwareEvents at #EMCworld and #Interop next week in Vegas for more #cloud and #storage highlights"
"Negative","@AntDeRosa No kidding.. Threats like that should be taken seriously. They won't tho."
"Negative","I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done."
"Negative",".. nope! Hes out so can't send him on chocolate run  .. Have found Digestives so am coping!! (( hugs )) xx"
"Positive","Spot on advice about patching, processes, etc.. Operational security really is where the biggest threat is. Well done sir."
"Positive","Not sure exactly what you're asking, but if you mean what you'd be forking over for a 3-node minimal setup, it would start at about 100 grand, I believe. This is very ""ballpark"" indeed, of course."
"Positive","See why @alanrenouf says that #VMware products can only get better and more relevant for users because of #opensource http://bit.ly/2majMuD"
"Positive","The entry burn looked short but yea, it was awesome..."
"Positive","oh no! Keep me updated although Ill be away.  I would dance fo you at the hospital. *hugs*"
"Negative","R.I.P Spencer ( fucking guitted!!!!!!!!"
"Negative","Im sorry to be yelling at you...But the game is over"
"Negative","No, they didn't have it!  Grrr..."
"Positive","The next step for driverless cars, smart roads. This new wave of transport requires new level of #IT infrastructure http://bit.ly/2edpL0i"
"Negative","@alanrenouf @Jedimt I tried to use Workflows but just couldn't get my head around it. Fell back to using RunOnce"
"Negative","That's penalty of death territory to me.. I've been purposely staying away from a lot of the stuff going around.."
"Negative","Yea, it's a world of suck. I pushed too far this week."
"Negative","No one is responding over there"
"Positive","There is a slightly different method from snapshots you can use that may be the solution you are looking for.   Create your perfect starting VM then shut it down and make the disk non-persistent. Download the vmx file and use it as a template to make other cloned VMs.  You can upload as many VMs as you want, all with independent disks and pointing to the same shared VMDK.    When you want to reset, then you just reset the VM (or power it off). Just make sure the long term developers don't power theirs off or they lose their work.   The question I have though is why you need to roll back your snapshots every night?  You would need a unique base VM still for any Win2k8 servers that interact with each due to the GUIDs - just clone the first, sysprep them and do the same to each.    The more automated way would be to create a vApp and deploy them as needed using scripting at night.   On the DNS issue, I do not understand the problem.  Don't you want the new VM to have the same name and IP?"
"Positive","We are on 6.5 and will be here for at least another 6months to a year.  The bash script worked perfectly once we filled in the variables correctly(we had issues pointing to the correct FTP server) and it has been running for months. You might take a look at the official documents and try it again."
"Negative","Can you help me this error?  Note: I can't 'shell enable' ."
"Negative","""Datastore > Browse datastore on the datastore to which you upload the installation media ISO image.""\nIt doesn't work even on Windows 7/Internet Explorer 11 and after installing the client plugin."
"Positive","Some versions of 5.5 may not be able to be upgraded to some versions of 6.0. So know what Update/Patch you are on and trying to go to would be helpful.  Also, the reason I ask about 6.5 is that we want to make sure that we're removing all roadblocks to getting customers to 6.5. I understand you may have a requirement for 6.0. If that can be shared, great! If not, no worries."
"Negative","Thanks for asking. I leave this page with no idea of what to choose in order to produce a VMDK for VMware or VirtualBox."
"Negative","sorry, I realised that was reply to my earlier question. I think my friend is a windows user too, so no TweetDeck"
"Negative","And unfortunately, without a snapshot prior to the hardware version 10 upgrade or backup you can't revert back."
"Negative","Instead of acting like an immature little bitch when someone offers constructive criticism you might want consider how this reaction makes the service you work hard at to provide look to potential viewers. Especially if you ever want to monetize it."
"Negative","Thank you very much for your post. It was driving me crazy with this and no solution. Thank you."
"Positive","Congrats to the @AirWatch  team - Radicati Recognizes AirWatch as 'Top Player' in 2016 Market Quadrant:  http://ow.ly/1067Qc  via #Radius"
"Positive","@ashleymcnamara @lynxbat @AnovaSousVide I'm happy with my Anova. Need a MAPP gas torch next tho."
"Negative","ah, cool. Yea, I actually got bite by case sensentivity on SSL Thumbprint :/"
"Negative","Seems like your out of your depth, and unfortunately support from Reddit is not going to help you much.  How many users are you supporting? How are you going to deliver applications?  You looking at persistent or non-persistent Clones?"
"Negative","Let's find out. Just explained the dilemma to my wife."
"Negative","I'm missing half my apps. I can't remember what I had. Bummer."
"Positive","very developer focused, not IT admin."
"Negative","not for the free version unfortunately :("
"Negative","awwww now I'm jealous! I feel so old..I'm already in bed and u guys are still out."
"Positive","RT @VMwareEvents: Steve Herrod, #VMware CTO, speaking on #VMworld LIVE from Copenhagen. Listen in now:  http://bit.ly/dCG2K1 #vmworldlive"
"Positive","Ready. Set. GO! Tell Us Your Feedback on VMware Partner Exchange 2010  http://bit.ly/bTuzXA#vmwarepex"
"Negative","in hell's kitchen... i mean watanuki's class"
"Negative","Let me know when you find something... Trend Deep Security/Guest Introspection integration with NSX is just simply awful.  We've had cases open with VMware and Trend non-stop since our 6.0 deployments for at least 6 months now.  Nothing but a constant battle of issues of ""its not our fault, check with XX-Vendor"".  Ive seen a couple other options, I think Sophos and ESET have agentless solutions as well...just haven't been able to test myself."
"Positive","Watching The 109th US Open @ Bethpage Black!  Phil Mickelson just lipped out a short par putt  He is at -2 Thru 15  Go Phil! NY Loves you"
"Negative","Step 5.a. say Locate the cleanup_orphaned_data_MSSQL.sql script in the ISO image. Which ISO image? The file is not found in the ISO image VMware-VCSA-all-6.5.0-8024368.iso."
"Positive","@vmtyler Oh, she LOVES Pho.. And you'd get along great with her. \n:)"
"Positive","Ran into @jakerobinson at #DFWVMUG Funny, he doesn't act like zombie. My brains are intact."
"Negative"," im sorry, *goes to Lauren's mommy* *acts like a tiger* RAWR!!! ...yeeah I'm not ok."
"Positive","Oh man, sorry you went through all that trouble, heh. Will remember for the future, then. Glad you got it going, and hopefully without waiting for the huge DVD download somewhere along the way."
"Positive","Drivel. Zero clients handle 4 screens seamlessly (with the right host). Hell, we've got a triple widescreen demo setup in our office running games at 60fps  - the limitation is the software encoder. GPU in the client does absolutely nothing with pcoip"
"Negative","I had the same issue with VCSA update - Got stuck at exactly the same spot and I left it for about 3 hours. Came back up after a reboot, but obviously not great.  Going to try patching ESXi another day."
"Positive","http://ow.ly/jFSMx  Hear how World Wide Technology is making business transformations for their customers by partnering with VMware."
"Positive","I would monitor the cpu usage for each vm during these tasks. Allowing more resources would probably help improve things.  The shared graphics can also improve performance for certain tasks. If you have a demo video and if the scenario is simple enough to setup I could test it on one of my gpu backed vms to see if it helps much.  The biggest factor though is the latency, I would say that reducing the latency and potentially allowing more cpu resources would vastly improve the experience."
"Positive","I'll be at the @PhillyVMUG \n\nYou buying Rolo?? :)"
"Negative","Bored. Got to be more to life than driving a bus gor 10hrs a day"
"Positive","its technically been shared since yesterday if you know where to look :)"
"Negative","I though Carol Danvers was a USAF pilot? Why would they have an F-14 in the image? That's a Navy plane.\n\nOh crap, I just became Comicbook Guy.. Dammit!"
"Positive","@carlprahl I'll ha d to look in my email. ;)\n\nBtw, I'll be there."
"Positive","Saw something REALLY cool a few minutes ago. Can't wait to try it!"
"Positive","I'll be in town all week as well. Fly out in the morning. In SF Monday night and Tuesday afternoon. HQ the rest of the week, fly home Sunday after an infosec party on Saturday. (ain't no party like an infosec party yo!)"
"Negative","The customers are trickling in today.  Gardening in a drizzle, not so bad - in pouring rain, not fun at all!"
"Positive","This is looking like a pretty small environment - 2 hosts. For that, you could pretty easily get into VMware inexpensively (eg. Essentials or Essentials+).  It will be a bit more expensive than Xen, but is the gold standard with (last I read) about 65% market share."
"Negative","short version of a long story. someone in systems group moved the wrong share to a cafs without advising anyone."
"Negative","*sniff* Why can't it be sunny today? I get more done when it's sunny"
"Positive","I enjoy watching the biathlon.."
"Positive","veritablequandary/nixx:  Hook me up with the SR as well when you get it. My interest has also sparked."
"Negative","Vendors who can't support their products so they say not supported in a virtual environment. Solid works server.  It was virtual for 3 years. Update broke it, they stated its a vm can't be helped. Migrated to physical, still broken. Another new update fixed issue. No need to Move back if that's the first excuse:"
"Negative","The link in my email news doesn't work-leads to blank page. I'm  sad because I can't get to download 'Song for a friend'"
"Negative","Just got 3 shots and they hurt!"
"Positive","Save 50% on your VCP and VCAP certification exams at #VMworld 2014. Register today:   http://bit.ly/1pThs5D"
"Negative","Getting frustrated because it's a dumb problem lol.  I don't need clustering.  It's doing it automatically assuming because the disks are split over different hardware raid arrays?  I think I might just blow out the mega data store with the extents and try the two Data stores again tomorrow. Nothing really running on this yet. A couple of windows server VMs is all.   When I delete the large VMFS data store and create the 2 new ones, should I reboot the host in between or no need?"
"Positive","Look for new VMware ads at SFO when arriving for VMworld. Nifty IMHO. (via @herrod)"
"Negative","i have 10 x R720's running with esxi 6.7 U3 with no probs and all running with internal USB sticks.  are you running with over 512 gb ram?...these servers should be installed to disk.  just because the usb stick is new, doesnt mean it is not prone to having a problem.   i have a bad batch of patriot brand USB sticks all purchased at the same time that are all failing within weeks (7 of them have failed). previous versions of partiot sticks have worked flawlessly. all im saying is that they can fail even if new and can be batch dependent.  i am running the vmware deployed version of esxi...not the dell version."
"Negative","""Deploy OVF Template"" action is ONLY available on the ESX-Host-Objects not on any valid parent object."
"Negative","Hmm that's odd. I work a lot with SRM and I've never seen that. Anything in the logs?"
"Negative","Never used to have to do this, and used to get loads of flowers and courgettes. But last 3-4 years crap."
"Negative","Support for Mirage and AirWatch have been horrid, their strategy seems to be drag a ticket out long enough and you will give up."
"Positive","It's all good. Having fun. Need more hours in the day and days in the week tho."
"Negative","I still feel like crap. The fever is alive and well."
"Positive","Big thanks @dgrant4 for joining the VMware Community Podcast this week to discuss VMware EUC updates & the industry's first intelligence-driven digital workspace! Watch the full replay here http://bit.ly/2uTwjtd"
"Positive","I think it was a splitter configuration problem. We aren't getting the errors anymore."
"Negative","I was sent the link with instructions to install the client - no idea how this helps"
"Positive","Same here.  Took it a few weekends ago.  Had the flu, and for some reason thought it was a good idea.  Passed though :)"
"Negative","i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee."
"Negative"," One day the SSL certificate for VASA expired and all the VMs went offline. Never again.  The VASA provider is required for creating/removing disks and powering VMs on and off, but is not in the data path, and a failure of the provider won't cause any I/O outage. vCenter will likely show all the VMs as missing/orphaned/etc but they will continue to run until you unfuck the provider."
"Negative","Maaan i forgot i had my outline for speech due tmw"
"Negative","eh that food was ok, im gonna miss cheese doodles"
"Positive","Update Manager was not part of the VCSA, but it is now included in the appliance for 6.5.  There is no reason to go for a Windows deployment as VMware now are moving everything over to the VCSA anyway."
"Positive","Here are 6 helpful tools to help you get started with #VSAN:  http://vmw.re/1YQsZ5O   http://fb.me/7I8zOxXrg"
"Negative","i has to start work early  it sucks.."
"Negative","@kix1979 Dear God, only Hillary could be worse. Pandering liar in chief. What a mess she'll make too."
"Negative","The same is true for the Intel X710 10Gb cards, at least it was last time I looked, they included the latest i40en drivers (which cause PSOD's except for the very latest that's only available for 6.7). The only solution is to roll back to the i40e driver"
"Negative","Going to miss my roomie @Staycy... We will no longer be roomies starting tomorrow"
"Negative","i have a 4k laptop . when i specify the resolution to be the hosts. it doesnot detect the host display and turns on in 800*600. if i specify the screen resolution . again nothing happens"
"Negative","That's a shame  It's the Bradford Mela next weekend so hope the weather isn't like this."
"Positive","AFAIK, Stanly does not offer any VMware courses that don't count towards an ICM credit. So, even if their catalog doesn't say 'vSphere 6.X Install, Configure, Manage' that is most likely what it is."
"Positive","Thanks! I'll definitely take a look at them. My only issue is getting HiveIO procured and approved. The validation process may take forever. If they're already approved for enterprise/government use, then the procurement time would significantly decrease."
"Negative","did u got any report of conference?I dont have internet currently"
"Positive","RT @vGhetto: [New] VMware 2017 Cycling Kit  http://ift.tt/2uZvevT  <-For those interested, more details. Thanks @kclinden for leading this!"
"Negative","Yes all of my HP DL380s boot off of 4gb SD cards, and a few of them have lost connection to the SD card for one reason or another and kept on trucking."
"Negative","Thanks.. that report on unemployment in the adv industry in Aus is SUPER helpful in confirming my fears for not getting a job"
"Negative","That overnight screwed up my sleep."
"Positive","Same thing I do! Thanks for the reminder to update that with our new vcenter as well.  (And it is an rvtools CLI export run from a scheduled task.)"
"Negative","This is written for some who knows how to do stuff. But if you do not know what you are taking about this is not helpful at all.  I just need a VM  Host to hold files I need this system to be set with basic and require light touch as I am not a network of software Engineer"
"Positive","Thank you, I will use this method, I'm actually uploading the ISO from my laptop to the server. I wanted to upload the ISO from the USB Stick plugged in the server, but that's fine."
"Positive","That's what I meant - I included performance metrics on the log export.  I see 100 - 300 ms latency on the writes.  However, I can put another datastore on the same aggregate and same host and the latency is &lt; 3ms."
"Positive","Uh, what did you study? You can probably learn most of what you'd need to know on the job and it looks like they're expecting someone with no experience. That said, if you studied engineering, CS, or IT you should probably have some idea of what VMware is and what their software does."
"Negative","Same. Came here to post this. I want to at least try out the VCSA and new flows and the downloads are broken for me.   We're probably just a bit too soon."
"Positive","Are you not tempted to just use NFS? It's bloody simple to use, is inherently thin-only and can outperform iSCSI depending on setup."
"Positive","Turn up the volume on your social media channels using VMware Partner Social Media Syndication (for free!)  http://bit.ly/1p77uxb"
"Negative","ahh, yeah, brain dumps. Poor fella probably lets his peers down when he shows his shiny VCP and doesn't actually know how to use the product."
"Negative","The host name for the vRealize Business Server in Step 7 is incorrect. This should be vra01bus01 as per Create a Protection Group for the Cloud Management Platform page."
"Positive","Watch, as our expert dives into #vSAN 6.6 and gives details on the features you won't want to miss: http://bit.ly/2rJ2gPA"
"Negative","How do you like, do twitpic? I'M SO CONFUSED!"
"Positive","Awesome video, white/glassboard skills and explaination! Please make more!"
"Negative","There is nothing like this in the interface."
"Negative","Trial vCenter appliance and migrate the VMs to NAS. Do the upgrade and move them back. Nuke the vCenter."
"Negative","I installed VMware 15.1 and Windows 10 as OS.\n\nI get a screen with boot options and nothing happens."
"Negative","Mmm that's not good :S Hopefully our storage team isn't planning upgrades/updates after we moved to version6 before a solution is available."
"Positive","used vmkping with packet size of 9000 and got replies no problem, all sub millisecond"
"Positive","That's interesting... We use O365 and outlook with non-persistent desktops and have never run into an issue.  Credentials save without a problem.  We are using ProfileUnity from LiquidWare Labs for profile management, so I'm not sure if they are doing anything special to handle it."
"Positive","Thank you, I will give this a shot tonight. I appreciate the help!"
"Negative","after killing some people there is nothing else to do"
"Positive","Get back to the #SPBM basics with Elver Sena Sosa. Keeping it vSAN 100, one tutorial at a time:  http://bit.ly/2nwye0u"
"Positive","Yep not my decision.  If I had it my way we would buy shared storage."
"Positive","Workspace One overlaps nothing (I promise you).  Find any random vmware employee and ask him to show you the product and explain if they like it.  It's makes being a new employee 10000x easier."
"Positive","vCloud Availability to a service provider is another option.  As low as 5 minute RPO, way cheaper than Zerto per VM, no need to maintain your own target side equipment.  Also, don't replicate the DCs.  Stand up a new one, keep it online in your fail-over site, and make sure it's getting up to date AD replication."
"Negative","haha slobbery baby saliva... i love it. rain? no its gone"
"Positive","Interesting!  YesI we had a for VMware course in college."
"Negative","Found out I can't keep by bike in my cube  Still hoping to store in the large elevator room...worried."
"Negative","I did that. Udp socket 68 and 67 are not showing as open on esxi host.. but the esxi firewall has them enabled.. im stumped"
"Positive","#VSAN and #Virtualization... the old married couple? #VirtualBlocks talks about the relationship:  http://vmw.re/21PJWzz"
"Negative","My environment is small only 3 hosts. It was set up with distributed switches by the previous admin. Don't believe host profiles were used since there are only a few hosts."
"Negative","i can't seem to find my focus. This can't be. oh no."
"Negative","I'm sooo tired after working last night, I couldn't get to sleep"
"Negative","Oh lordy. I'm starting to tweet lovey songs. Someone help my poor heart. This feels so wrong...yet so right...blah. I'm torn."
"Negative","WHERE DOWNLOAD Enhanced Authentication Plug-in???"
"Negative","When I do what the page says I have 4 vSphere endpoints and when I click on them there is no Data Collection option. I am attempting to get a template discovered.  If this is not available for vSphere endpoints then it should be stated above."
"Negative","ahhh, i'm wondering how you find time to join all these things but have no time to chat to ur long time pals??? sad"
"Negative","Hmm only one host for me. I also removed the vGPU profile, saved, re-added the smaller profile, but didn't work. I don't get a new prompt to reserve memory. If it's hidden somewhere, I don't know where.  Edit: Edit Resources instead of Edit Settings, I never looked there. But I power down. Remove the vGPU, unreserve the memory, power on successfully, power off, re-add the vGPU with a smaller profile, it doesn't prompt me to reserve all memory but I do it in Edit Resources, try to power on, and it fails the same."
"Positive","Yup...this is the correct answer.  Just power cycle the VM and it will show the correct CPU."
"Negative","Snapshot Hell. I remember this well.  One of those mistakes you only make once."
