label,text
"Positive","Thanks.  I applied the patch, but it seems it setting the value to 1 for LVM.EnableResignature didn't help.  I followed the steps in the link above that suggested doing it, but after applying the patch and going for reboot, rescanning for datastores didn't find the datastore and the VMs were all inaccessible.  I rebooted again, and the VMs are all back, datastore is back, but the version rolls back to 2068190.  Any other ideas?"
"Negative","in tha caaaaar on the way to the dorms. bye spring break"
"Positive","To be fair, you didn't say ""measured"". :) But I/we do understand and ""we're on it"""
"Negative","ill be sad...again  I mean no harm Bri, honest! it was the girls idea haha but I did scan the article with the word in it lol"
"Negative","NOOOOO IDRIS! BABY NOOOOO! hes legs are writhing in pain"
"Positive","Congrats on the pass!  I want to start learning to get my VCP, I used to have access to PluralSight but my work didnt renew the licences :(  What is a good website or book i can use to study ?"
"Positive","The latest #vSpeakingPodcast dissects vSphere 6.5 in a multi-part series. This week, Mike Foley joins to talk...  http://fb.me/5eUxcHtQ9"
"Negative","I'm looking for how to use vcenter converter. All what i find is meta data about documentation. Where is the doc ?"
"Positive","Good blog. Minor change. ""disabled"" means no encrypted vMotion, not disable vMotion."
"Positive","We had a 5.5 update break our netscalers.  They were up and everything looked fine except their network didn't work.  We had to apply a workaround to fix it but it took everything down for a couple hours.    I'm not saying don't apply everything, we still do, but just know that there can be impact with applying every patch without testing.  Our testing procedures have gotten a lot stricter since that incident."
"Positive","Pause to consider: it's one of the most important lessons you can learn as a CEO. Despite every instinct you might have to react quickly, the best decisions are thought out, discussed, and vetted. http://bit.ly/2KOH08g"
"Positive","Struggling to find social content? Let us take care of that for you.  Social Media Syndication to the rescue!  http://vmw.re/1NZKhw3"
"Positive","Vmware does not = private cloud"
"Positive","Yes, absolutely. One can even see the increase in memory the Guest OS afterwards. It is just not usable. E.g. if I assign 8 GB, then Hardware reserved will show 6 GB in the Guest OS task manager."
"Negative","live it up for me too I never got to go to my prom either"
"Positive","ACHIEVEMENT: LOCKED.    I like your ambition though."
"Positive","I'm planning to record some more light board videos this week. What do you want to see? Thinking KMS topologies. Anything else?"
"Positive","This is literally what vra/vro do. Plus about a million other things."
"Positive","3 #VMword2015 sessions submitted & possible inclusion on 2 others as a panelist."
"Positive",".@RafiKabesa explains why sizing for #VMware Virtual SAN is important:  http://vmw.re/1DC009z  #VSAN"
"Positive","a BIG MAHALO &amp; THANK YOU to whomever gilded me the gold."
"Positive","As I said at #VMworld, cloud growth is accelerating. Enterprise IT pros see 60% of IT workloads in #cloud by 2018. http://bit.ly/2cb3hYh"
"Negative","it starts to talk about the entities but does not go into details about adding an application under the entities"
"Positive","Looks like they fixed it sometime Sunday, I was really confused as well when I went looking for it on Friday."
"Positive","While you suckers are starving to death in SanFran, I made a slow-cooked beef stew.  It was fantastic.  There were carrots in it.  I held a tech session in my living room.  My daughter was the only attendee and she wouldn't stop texting her friends, but I'm still calling it a packed house."
"Positive","is loving the fact that i am being employed to sit and stare out the window"
"Positive","At least one of the issues I was having today was fix ... I knew it was the networks fault (as usual). Huge thanks to @tsugliani for help!"
"Negative","sorry for my TERRIBLE writing in the last post, but the 140 limit"
"Positive","Ok, patched up the Dell hardware, patched up the ESXi install, deployed the vCenter appliance, and used Chrome with the HTML5 interface instead of Firefox, and it isn't terrible anymore."
"Negative","Two parts:\n\n1. Step 4:  We leave an unencrypted password in a plain text file... this doesn't seem correct within the context of a hardening guide.  Customers running this guide have raised concerns.\n\n2. Step 6a:  should read\nOpen the /etc/vco/app-server/server.xml file"
"Negative","I want ice cream, but there's no more"
"Negative","I want that green shirtt. BUt I wont have money to buy any merch."
"Positive","#VirtualBlocks takes a look back at #VMworld US 2016 - sessions, parties, & more!  http://bit.ly/2cHru9k   http://fb.me/4vZ5G38Z3"
"Negative","aha i seeee..so u care to update ur twitter about that and me not?tayed ya lulaaaaaaa"
"Positive","All browsers have Developer Mode including Safari, so you can still retrieve it. I just don't use it :)"
"Negative","If you like stabbing yourself in the eye with a fork, you'll love our home self-castration kit!"
"Negative","There is no information what level of access is needed to consume the SSO service, and the documentation misguides the reader that full administrative access should be used."
"Positive","For sure! :) I didn't even know about NSX for Horizon, I'll have to look into that."
"Positive","I've been using the supplied VMware 1809-1909 profile. Seems to be the best mix of usability and performance."
"Positive","Blog.  Then get a vendor to sponsor you.   Easier if you are a vExpert."
"Positive","The changes brought by improved storage technology are disruptive, but positive. On the Radius blog, Lee Caswell... http://fb.me/969j8exA0"
"Negative","still debating whether the funds can sustain another night out tonight. I NEED A FRIGGIN JOB."
"Negative","yes! I emailed you back! once or twice!Didn't you get them?"
"Negative","Argh.. I feel your pain.. Really. Unfortunately it doesn't look like you set that globally. :(   You CAN make the change to all the VM's with PowerCLI and then upon reboot it will pick up the change. I don't think it would pick it up upon a vMotion tho.   Sorry."
"Negative","I want to install Workstation Player,\nI am at a page on your website titled""Install Workstation Player on a Windows Host'\nin this page it tells me to go to the VMware website to \n""You can obtain the Workstation Player installer file from the VMware Web site."" !!!!\nI AM AT YOUR SITE! I am at your page that promises to  allow me to install and it tells me to go to the website I am already on and find it somewhere else and it does not tell me where that place is!\nJESUS !"
"Negative","Epic rant posted on Concur in our internal forum. \n\nI am so annoyed right now."
"Negative","100% false. SCVMM is a dumpster fire."
"Positive","awesome, loved the second one.  Im hoping that using this will help me review my vcdx submission and hopefully not fail this time (2 unsuccessful defenses)"
"Negative","database requirements should be here, like for example permissions needed, user privileges, etc"
"Positive","sounds like you probably missed something. Please have another look at directions :)"
"Negative","Nope, still the same licensing issue."
"Positive","Extended weekend flew by fast, still need to pack for #reInvent \n\nMight not have been a good idea to fly out this evening, especially with everyone traveling back from the holiday ..."
"Negative","11% of my pay check goes to taxes, disability, and social security. Taxes make Ryan a saaaaaaad panda"
"Positive","I'm not sure how big the environment is but you should have an offsite domain controller and preferably a normal and lagged DAG setup for Exchange, which you can flip over to in the event of an issue with the main ones."
"Positive","mbp works with ff chrome and safari."
"Negative","The URL is broken - really just takes you to a default landing page"
"Negative","Why are you trolling and insulting me?"
"Negative","That definitely helped! Unfortunately they've already run out of vodka. No more appletinis"
"Negative","Alas, there was no GI Bill when I was in. :("
"Negative","Having same issue here with iSCSI and Pure. Seen postings about HP &amp; Dell  servers and iSCSI targets. My case uses a Cisco UCS and Pure.  &amp;#x200B;  Was this resolved?"
"Negative","never left my dog in the kennel before, but we have no one else that can take them ... I am dreading leaving them"
"Positive","Yep.  The new LUN has the same hosts configured as the previous ones.  Without this configured, LUN 3 doesn't show up in the ""paths"" tab, so I'm fairly confident this was done correctly."
"Positive","Guessing it's a home lab type setup then. You still want to be able to get to the point of being able to add a host to vcenter before playing with the interesting stuff!"
"Positive","Ha, gotta love negatives for not saying anything other than an opinion on a post for someone asking for one, then offering advice. Way to go Folks!"
"Positive","Find out about the additional features, better efficiency & streamlined management in #vSAN 6.7 Update 3! http://bit.ly/34leSzl"
"Positive","you know I will always be there for you. The pain will subside eventually"
"Negative","I'm not there but I am SO done with Vegas."
"Positive","Thought so... the best and worst thing about UCS is once you set it up you literally never touch it again. My service profile templates do all the heavy lifting for me. My job is basically insert blade and walk away now. I feel like George Jetson."
"Negative","It's rubbish..It never lasts long over here (as you probably know) Never a good idea to make plans."
"Negative","Soo tired..time to get some sleep and have another exhausting day today."
"Positive","That makes sense.  I was definitely curious."
"Positive","You should have the option to download: **VMware vSphere with Operations Management Enterprise Plus v6.5 (English)** from the store - I'm logged in and looking at it now on the main page, top right corner."
"Positive","i miss the amazing Devon!!!!  We need to hang out!! I say Andrew &amp; Devon Waffle House trip soon"
"Negative","Don't buy the book. I wish I never did."
"Positive","Bring good questions to sessions you register for - they're a great opportunity to have an expert answer them &amp; the presenters will love you."
"Negative","OH you are SUCH a loser!!!!!!  YOU got an iPhone?!  And, what is this picture?!!  You went to grass on the green! Im jealous"
"Negative","is so tired and sleepy, my gad second day pa lang dami na homeworks!! Arghh"
"Positive","Hi Marx1 thanks for replying.   The motherboard Asrock x99 WS has 5 PCIe 3.0 x16 slots and I am planning on installing Nc360t Pcie Dp Gig Adapter or Intel Gigabit ET Dual Port Server Adapter (E1G42ET) will these work on these slots?  thanks in advance"
"Positive","It was, lucky for me I was at the VMware training and they taught how to create VSAN policies with zero redundancy between hosts, so still, I could use the speed of the NVMe+SSD Capacity, but not consuming x2 the disk space, it did save me 700GB :) Ha!"
"Positive","ESXi will also run in VMware Player."
"Positive","But if you really want to install it get the vc iso and then mount it on a Windows box. You can then install the update manager and register it with the vc NOTE. Ensure you have enough disk space to download all the updates"
"Positive","You actually can in 6.0, at least up to u1. It just wasn't an officially supported configuration. It's 6.5 that doesn't allow for ELM with embedded PSCs"
"Negative","schoolwill start tomorrow! it sucks bigtime!"
"Negative","Back in Campbell River ... still sick"
"Positive","I am having them install sysstat (Linux Load Stats) so we can graph CPU over a month.   VMware is already graphing CPU, as is any monitoring solution you have. Just look at the performance graphs for the VM."
"Positive","Just rang my mum,, she's good but this new chemo is making her so sleepy  .Me &amp; baby girl will take her out on Sunday  love you mum x"
"Negative","Saw a great concert last night, but now I am paying for it with heat stroke."
"Positive","Group Discussions! Those are 100% the best if you have questions, concerns, or just want to talk to experts and a small group."
"Positive","I would go with VEEAM, but mostly just because of familiarity's sake. Good choice, by the way You're going to making life a lot easier for yourself and your team by making this change!"
"Negative","The descriptions of Master and Data nodes need to be expanded.  They are too simplified and don't address scenarios where deploying Master and Data nodes might be relevant."
"Positive","not from the host itself but with powercli (can talk directly to a host as well these days) it's easy get-vm | where-object {$_.name -notlike ""*vmname*"" -and $_.powerstate -eq ""poweredon""} | shutdown-vmguest"
"Positive","You'll be fine. Good luck on your studies."
"Negative","slow. no dinner with the ex today.  was looking forward to it actually. haven't seen him in awhile. you?"
"Positive","happy to have you, you'll love it! Be sure to stop by and see the @VMwareTurtles"
"Positive","hahahahah you created an Eco-friendly monster!\n\n#whiteknuckles"
"Positive","There's a lot to be excited about with this update! Find out what's NEW in the #vRealize Log Insight Content Pack for #vSAN:  http://bit.ly/2rsoGsm"
"Negative","I had an issue getting it to download as well under my account. Everything else would show up to download. I finally ended up doing the evaluation route to get it."
"Positive","This got done. If I had to do it all over again, I would put:  * configure iDRAC and get its network going as first step  Reasons:    * it will save time connecting &amp; disconnecting things to a crash cart and moving around  * using vFlash will be quicker for every reboot into different ISOs (firwmare update and ESXi / OS installation)  * hardware check results from the autosupport tool can be shared quicker with Dell support and they will be able to use iDRAC through your laptop to perform diagnose on any failing node  Thanks to everyone who replied, your support was very valuable"
"Positive","You've only got one host but multiple datastores? One of the key features would be the ability to manage multiple hosts, so with just one it doesn't sound like you're getting much benefit. Are you paying for licensure or just using the trial 60 day license?"
"Positive","This is the answer.  Thank you!"
"Positive","Simplify cluster updates with #vSphere lifecycle manager. Learn what else you can with the latest features of #vSAN 7:  https://bit.ly/347JzZg"
"Negative","doesn't feel like twittering much, and hasn't been in the past few weeks... ah"
"Negative","Yes, each of your VMkernel adapters is on a separate network (has a different name). Sorry if I was not clear. VMware's nomenclature for this is sometimes unclear.  On a distributed switch, you can have two VMkernel adapters named ""VMkernel."" On a standard switch, you apparently cannot."
"Negative","is at home fighting laziness... Trying to start studying"
"Negative","VMware KB 1026437 may help you enable it (I did not make time to test it), but you really don't want to be accessing your Guest through the ESXi ""Console"".   Interactive performance is quite poor.    Instead, use the native tools provided by your Guest OS (RDP if Windows, SSH if Linux) to access your Guest.  RDP allows you to ""Drag and Drop"" (actually copy/paste, but same thing since it works with files)."
"Positive","Want to get more out of #vSAN? Don't miss our Getting More Out of vSAN webcast series:  http://bit.ly/2krrEIB"
"Positive","Thank you for talking us through the solution.  This lead me to discover that the default for vgauth went from 'yes' to 'no' in 6.5!"
