label,text
"Positive","good idea, but how will i allow outsiders to access the web panel? i know i have to create them the account, but im unable to access it via the ESX-i's Public IP."
"Positive","http://bit.ly/1a1HSrW  Leverage this video (available in multiple languages) which highlights vSOM on your website or campaigns."
"Negative","Reboot host, we've had sam issue, it's not storage, but esxi related..."
"Positive","This one is true - was surprised when I got fed up with the web client and tried to connect the 6.0 fat client to vcenter, big nope there.  The web client is certainly faster though"
"Positive","Join the Expert-Led Discussions and get all of your questions answered now-discussions are live #vpnvx"
"Negative","I wish that VMware hadn't sold vCloud Air.  That was a solid product and was worth investing in.  I wonder how many of the vca customers actually stuck around? And the guys who worked on that platform, where are they now?"
"Positive","Make at least 2 LUNs, so that datastore heartbeating is happy.  Beyond that, I make the LUNs as large as they need to be to house everything. I really don't think queue bottlenecks are much of a problem anymore."
"Negative","Ok, rebooting a system fixes a Flash problem on  a Mac? What is this, Windows? FFS(tm)"
"Negative","Father's Day at Chili's and now a nice little club called &quot;Sheer&quot; makes me wish I was 21 and good looking"
"Negative","u/DukieDust Let's get some things straight :).  1. When you are logging in, so you have been authenticated, and you remove yourself from the AD group, you are probably still logged in and can still do stuff. What I'm trying to say here; you don't need to relog (99% of the time) to receive more/less permissions in vCenter. 2. When you use AD based authentication for your users to connect to vCenter, the PSC will handle the SSO stuff and authentication with the Active Directory. This does not mean you are authorized to login! When you do, like you said, you receive an error like the one below (in a big red popping line):`Unable to login because you do not have permission on any vCenter Server systems connected to this client` 3. When you want your users to login to the vCenter, you are going to have to assign permissions on objects. Albeit vCenter, Cluster, Hosts, Folders, VM's etc. etc. 4. So because you can still login, you probably still have permissions on (some) items somewhere in the vCenter Appliance.  As far as I'm concerned there is something funky going on with the permissions you may or may not have assigned somewhere in the vCenter Appliance inventory... Please do check this.  It might also be a timeout issue in the SSO configuration for password expiring aging or something like that. I'd wait an hour, which is the default timeout.  So what you can check;  * Go to Administration - Roles - check each role if you or the Domain Users group is assigned to any role you have in the vCenter. To this this intensly quick use:`Get-VIPermission | ?{$_.Principal -like ""*Thibaut*""}`on a PowerShell session :). * Go to Administration - Global Roles - do the same as the one above. * Remove any unwanted groups that are still there in Administration - Single Sing On - Users and Groups. * Doublecheck the sessions in vCenter like somebody already said before. Just to be sure.     EDIT: I did this exact same procedure on one of our production vCenters, and I am getting the same result as u/DukieDust. Haha alright, this is something funky. I will get back to you guys tomorrow to check and see if it's a timeout thing or not."
"Positive","Very ""punny"" name. Chitale Dairy's ""cows to cloud"" initiative helps farmers improve stock & increase milk production http://ow.ly/UO9T6"
"Positive","Backup the VM, rebuild the host as VMware, bare metal restore the VM in VMware.  You will have downtime.  No way around that with another host to migrate to."
"Positive","Well...that is actually pretty normal.  I have had that setup to deal with in nearly every one of my positions.  The only domain info that matters to vCenter and its supporting apps, from an access control standpoint, is the one that it is housed in.  As long as all of your vCenter infrastructure is in a single namespace, then you need not worry about the VMs themselves being disjointed.  Additionally, you can still provide user access from any domain by just adding that domain to the identity sources."
"Positive","I just did this in our Lab to make security happy. They wanted the Lab VC and the Lab ESXi Hosts on their own separate vLAN.   We don't have  management network on a Distributed vSwitch so we took one of the two NIC out of vSwitch0 and created a new vSwitch1 with the new Management IP address and made sure it was accessible via the new IP.  We then changed the vLAN setting on the Lab VC (which is virtual) and changed the IP Address and the DNS entry along with restarting the vCenter Services.   After this was done we deleted the DNS entry for the old IPs for the Lab ESXi machines and moved it over to the new IPs. Once this was done we updated DNS on the Lab VC and all of the hosts reconnected.  One thing that was over looked was that VUM wasn't working since it was originally configured to listen on the IP address which no longer exists. A quick change in the Admin settings and a restart of the services took care of that problem."
"Positive","WSUS still makes sense.  I don't manage desktops, I take care of infrastructure, I don't care about patching applications.  I manage a couple hundred window servers in WSUS, for the person who does application management on desktops we have PDQ Deploy which is a damned awesome tool."
"Negative","VCenter 6.5 Web continues to create clones of templates when all I'm trying to do is simply deploy a VM from a template.  These docs do not go into detail about deleting clones or clones of clones."
"Negative","""certool --rootca --cert=rootca1.crt --privkey=root1.key"" executed on vCenter 6.5 doesn't work => 1. it is ""certtool"" and not ""certool""; moreover, the switch ""--rootca"" is unknown => output ""/usr/bin/certtool: illegal option --rootca\ncerttool [options]\ncerttool --help for usage instructions."""
"Negative","You mean the chemical weapons that John Forbes Kerry said weren't in Syria?"
"Positive","Forgot this in my first reply - use Get-Credential to prompt for user credentials. I believe you end up with the same result, but it's cleaner and easier for others to interpret if they're not familiar with what you're doing."
"Positive","Subbed to YouTube and subreddit!"
"Positive","my back hurts  I had a great time with Chrissy today...she is so awesome"
"Negative","So sad that anyone thinks God doesnt love them."
"Negative","I wanna make mini pizzas, but I don't have pizza sauce"
"Negative","working. Working. &amp; ugh, more fucking work. I need a break"
"Negative","I can't call. Its not in my best interest."
"Negative","aww. looks like it's about to thunderstorm and rain..good weather here don't last long"
"Positive","That's not always true, but yeah check it to make sure its updating the timestamp to see if its still processing."
"Positive","PTO without phone, email, Twitter, FB is a wonderful thing. Kinda sucks to be back online."
"Positive","Everything from ESX 6.0 and up now has working drivers (6.7 drivers released months before the 6.0 and 6.5 drivers). In general though I've had the same experience. With the new drivers and up to date firmware they do seem to be reliable now"
"Negative","@Beaker He's going to a small mid-Western college and he never thought it would happen to him....\n\nUm.. Wrong start to the story."
"Negative","Yeah, that wildcard doesnt work...  I ended up renaming the machines in the pool to something a little different  They wont rename the test machines......difficult department to deal with...."
"Negative","If it's been a year and all the VMs say they are current on tools, you are a year behind on ESXi host patching..."
"Negative","why does it always gotta be like this. phones going off and I'm going to sleep.gotta work tomorrow"
"Positive","nice! I wish twitter would tile mine"
"Negative"," As soon as you get past 8 cores or sockets, you get into a situation where NUMA is no longer being automatically optimized.  I'm not following. He said he has a 20 core server, which probably means 2 sockets, each with 10 physical cores. NUMA node alignment in this setting is 1, 5, 10. I don't understand what 8 has to do with this. Help."
"Positive","Thanks! me 2. It's killing me right now   How did your Monday go? It's 4, so I pretty much consider the working day over."
"Negative","Having to turn down work that I want to do, due to being too busy"
"Positive","HCI based on #VMware HCS is the logical next step to enable hyper-convergence. Find out more today at 11am PST:  http://vmw.re/1MPV5bb"
"Positive","oh *hug* yes i like that song. I would love to sing it xD but i don't have that version"
"Negative","The link above does not go to a proper documentation page for 7.2."
"Negative","Hate goodbyes, mom going back to ireland 2morrow, both kids in tears"
"Positive","Trust me. The actual driveway you could land a helicopter."
"Negative","It can do session persistence but not between protocols. So if you auth against the connection server on 443/tcp then switch to PCoIP to 4172/udp, then it creates a new session on a seperate connection server.  These are A10 load balancers. We have their support looking into it. Not my choice I'm afraid. Would give anything for some Netscalers."
"Negative","It says look in VMware Tools User Guide, but there is no link. We are in 2019."
"Negative","So who passed?!  I have heard of a few people passing but a lot of people I k ow failed..... Myself included!  Lol"
"Negative","there is no information on this site how to change my network adapter.  I wish to use VMNet3 on workstation 14 but cannot find any information anywhere apart from you will select the best on to use."
