label,text
"Positive","I mean I use 6.5 on my 710. No issues. I just use VMwares image and not the Dell customized iso. No issues."
"Negative","Got about 3 hours sleep last night  got up, had some water, lemsip, nurofen, and de-snorted my nose. Let's try this sleeping thing again."
"Negative","2+ hour delay for school. Really bad roads. They should have cancelled. #latestartforme"
"Negative","Watching all these episodes of 48 hours: Hard Evidence has made me incredibly paranoid in my everyday life.  I'm afraid to leave my house"
"Positive","I'll be damned, name checks out!"
"Positive","Run SPP on the servers to make sure you're up to date on firmware.  We have a bunch of Gen9s on Nimble Storage (mostly AF5000, but a few CS arrays) on both 6.0 and 6.5 and haven't had any issues with them at all.  They've been rock solid.  My Dell R730s on the other hand..."
"Positive","Thank you very much for the feedback and help ..  Iaindings, you are right, the real issue is I am unable to upgrade to Vista, I've copyed the XP VM  to a new custom VM  (pointed that to a folder with a copy of my XP VMDK files.) Once I tried to upgrade this 'new' VM to Vista I got a error indicating the BIOS where too old."
"Positive","Instant support with Transparent business demand and also Employee satisfaction"
"Negative","We more details for customizing vcloud director 9 login page."
"Negative","I don't mind expiry but the class requirement is a ridiculous money-grab.  An experienced sysadmin whose certification has expired does not need to go through ICM again."
"Positive","Learn what's new with #vSAN 6.5 in our 3-part webcast series 11/15-17 -- just 20mins each day:  http://bit.ly/2g8gEPj"
"Negative","This is what worries me about cloud only and Iaas services.   No one is around that keeps up with that bad month of patching and you then have down systems because of it.   I'm hoping Microsoft is now testing patching on aws and google but it's very possible they don't.  Same as how they should test on VMware, hyperv servers.  Maybe even xen like they would dell, hp or Lenovo."
"Positive","There are some PowerCLI scheduled tasks you can run to check if a pool is disabled. I originally started to muck about with it and crashed my connection server. That was the last I attempted to get any alerting. I've changed jobs since then and am no longer a View admin. (Was not fired for crashing the connection server. :D)"
"Positive","Net.NetPktSlabFreePercentThreshold - It's just a warning threshold. If it's set to 2 right now, raise it to 10 and you will be fine.  VSAN-iSCSI.ctlWorkerThreads - Who's telling you that this value should be -1? If the allowed range is between 0 and 4294967295, -1 can't be a valid option in vSphere 6.5. :D"
"Positive","I absolutely could, though it might help some customers who prefer to see something more ""official"" aka from KB. I'm still waiting to hear back, but if not, I'll publish it on my own Github/Blog to share as its already helped several large customers"
"Negative","kuch nahi im stressed out  i wanna cry"
"Negative","We have had our vSphere lab (only product testing and demonstration use) running on vSphere 6 since April and I have never seen this issue to occur on our ESXi hosts (4 x Cisco UCS C-Series rack servers).  I wouldn't upgrade production systems yet though, and this is what I am telling our customers also."
"Negative","Dunkin Donuts needs to start delivering! Im havin a fat moment but its raining outside"
"Positive","Stay hopeful, friends. RT @johnortberg Hope is the inseparable twin of fear."
"Positive","Thanks everyone, I'll give the utility a try"
"Positive","That's how i've done it before. But likely not an option here. I hate recoverpoint. Thank you though, is a reasonable idea generally."
"Positive","You should be able to move the drives from the 6i to the H710 and the new controller will pick up the configuration and you can import the virtual disk. This really isn't an ESXi question but a Dell RAID question. But anytime you are monkeying around with your storage like this, you should always have a backup. Always."
"Positive","@jasemccarty @AmericanAir Hahaha, following both makes for some great laughs and facepalms."
"Positive","Another new bottle arrived today, let's see if #babylam will take it. Stopped counting how many we have. Didn't know they made that so many!"
"Negative","About vSphere 7, they edited the release notes. Yesterday it was included. It seems VMware had a problem with it."
"Negative","Statement: Create a resource pool of the hosts in the management domain is not correct. Should read: Create a resource pool in the management domain (remove of the hosts) - Marek Zdrojewski"
"Positive","Oh ok cool, I could care less about configurations most of the time it's just to connect to something that's ""stuck"" or not working right. Thanks for the reply"
"Positive","Sounds like misconfigured SQL servers to me. Check memory settings in your SQL instance. Also check if the servers are using thick disks, thin disks can cause performance issues.   And get rid of the resource pools or configure them correctly."
"Negative","The cynic in me suspects that is exactly the reason they don't list them. It really rubs me the wrong way when I see VMware employees claiming the HTML5 client supports up to 90% of ""general workflows"". Sure it does, if you don't count the majority of the things it does not support against that metric :D"
"Negative","The EPUB version is broken, any chance we can get a republish?  When loading the epub it looks like it gets detected as a broken format .docx file."
"Positive","Agreed. Makes more sense to do that."
"Positive","Q6: In one sentence, share your experience with VMware Virtual SAN. Be creative! #vsanchat  http://www.via-cc.at/53b3k"
"Negative","Whats the proper way to remove VUM? Mine seems to fail during what seems like the identity source part of the install. Firtboot error and this seems to be the error but nothing online shows this.  UpdateEntriesACL got error 32 - vdcupgrade proceeds, and please upgrade ACL manually. Failed to update DSE ROOT PSC version to 6.5.0, error (32) Vdcupgrade failed. Error[32] - No such object"
"Negative","I am using vmware workstation 10. I use physicla lan and vmxnet3. All the distros are updated. I try a fresh vm with another os (fedora) and I get the same issue"
"Positive","Even if GPU passthrough is working, there's too much overhead and bottleneck from the hypervisor to the guest OS.  I have tons of Nvidia Tesla cards here at work, these things will blow away any of your home built virtual machines.  Nvidia has a special driver that allows much better GPU passthrough.  I think with the amount of Tesla cards here, I can easily host a game streaming service here but they are being used for machine learning and AI."
"Positive","tell me it's 7.5.1! I will dig into it, thanks!"
"Positive","Thank you, that worked, i totally forgot that i had increased the allocated memory to 4GB, it works perfectly now :-) Is there any way that i can let it use 4GBs of my RAM without running into this issue?"
"Positive","Thanks guys, yes, I've had trouble in the past, but cannot remember the exact circumstance. That article unfortunately is clear as mud or maybe it's just me. :) I believe ERSPAN works across hosts so if you select a source port/vm on host1, host2 and host3 using ERSPAN, it will mirror all of them to the destination. However, I don't think the other methods behave that way. Finding a definitive answer on this topic is really tough."
"Negative","still at work.....gonna be late for birthday dinner"
"Negative","Too hot to sleep last night, dragging this morning.  Hello Monday.  Blech."
"Positive","Congrats on the new charter Heath!"
"Negative","No grace period.    I failed my retest, ws in a similar position. It is a major pain in the ass getting it back. Have to take the class over, take the foundation exam, then the VCP exam.  Can't take the exam until after the class or the class doesn't count."
"Positive","We featured @joshnesbit at our most recent #VMware all hands: ""Medic Mobile Improves Healthcare Using Mobile Tech"" http://ow.ly/4nnYDe"
"Positive","Oh yea.. Would love to find a cheaper solution to heat out there for the 3-4 months I'd need to."
"Negative","Maybe 5-8 times. no luck.  Honestly can't beleive I have to restore this many."
"Negative","no actual pricing on vCenter licenses"
"Positive","If you are trying to use flash in browser, you might want more a client based hypervisor, like horizon...using vm's as clients can be problematic if you expect the cpu to act as a gpu and then still be able to rdp all that you your screen far away.  ESXi is definitely a good upgrade from workstation pro, but depending on what you want to do as the endgame you might still need other things...  Remember this, chances are your server doesn't have a graphics card...and chances are you are not virtualizing the gpu (if you had one installed) and presenting it to your thin client either..."
"Positive","You might check out the Invicta UCS bundles too if you have any need for some sweet ssd storage. They're actually a surprisingly good deal with four blades, UCS interconnects, chassis and Invicta storage system."
"Positive","I'm almost certainly out of my depth here but path issues was my first thought as well FWIW."
"Negative","Scooter broke  It was four years old, it was time. @caseyzero has control of it now, is turning into mad science. Be afraid."
"Positive","Most customers I talk to that are on 5.5 today are moving right to 6.5 U1 and skipping 6.0 all together.   What would hold you back from 6.5 U1?"
"Negative","Arghhhhhhhhhhhhh! Fuck the storm! Can't go out with the boys!"
"Negative","They just want to play soldier.. With us. Are we the enemy? I wonder that a lot lately."
"Negative","picked up the curling iron from the wrong end"
"Negative","Perez, i am soooo sorry about what happened! Violence is NOT the answer! I hope you get better soon!"
"Positive","You are right, they typically are retrained, and hopefully they are moved to a role that is even more directly aligned with the org's mission, which increases productivity. In some cases individuals can be shifted to a different cost center also."
"Positive","No change at our physical or virtual layer.  We were discussing doing a ucs manager update due to the NTP bug for the version we're running now on the FI's.   I feel like if fexes were going out, vm's would have lost connectivity as well, and not just hosts.  All the vm's on the hosts stayed up the entire time so no one even noticed all the panic at the vmware level which was nice :)  I've looked over the vpxd log but nothing is sticking out, and vmware has had my logs all day and not a word from them, so I'm guessing they haven't found anything yet either."
"Positive","I've had the pleasure of working with remote hands a few times. I guess I've just been lucky. They also didn't have to deal with storage so that helps I'm sure lol."
"Positive","I'll have to put this is the lessons to be learned category."
